id,nama,tanggal,jumlah
TRX02293,YLQGE,2024-02-06,47.92
TRX02294,XDJYU,2023-07-29,155.77
TRX02295,BPCOR,2024-01-17,422.74
TRX02296,CMUBM,2024-03-22,488.5
TRX02297,RVQCE,2024-10-24,732.18
TRX02298,SEETD,2023-09-24,13.36
TRX02299,RDATM,2025-11-02,776.09
TRX02300,MHUWB,2023-12-19,422.18
TRX02301,XRRAY,2023-08-07,65.44
TRX02302,KYDDA,2023-10-22,225.88
TRX02303,CKOYJ,2024-10-18,356.8
TRX02304,XHCEI,2024-09-26,832.78
TRX02305,TOXWM,2024-06-07,338.4
TRX02306,QCUWQ,2025-11-20,696.71
TRX02307,BYFRM,2024-04-02,396.03
TRX02308,IVYRD,2024-09-02,72.41
TRX02309,ZOICS,2024-01-24,322.66
TRX02310,FNUDH,2025-12-28,934.65
TRX02311,UQBBR,2025-03-22,169.3
TRX02312,EAQMF,2023-09-07,12.17
TRX02313,WWKHX,2024-10-04,856.41
TRX02314,EGZKM,2025-05-20,480.31
TRX02315,PPMYT,2024-05-14,112.91
TRX02316,ZHWYA,2023-10-07,593.99
TRX02317,EFLZH,2024-02-03,193.44
TRX02318,ZITBK,2025-02-16,611.62
TRX02319,EULWY,2023-01-14,896.78
TRX02320,FEPAY,2024-09-16,636.74
TRX02321,XRGTV,2025-02-16,752.9
TRX02322,BKYGQ,2025-04-01,298.48
TRX02323,NGLVP,2024-01-04,407.65
TRX02324,BFPSK,2024-12-06,542.91
TRX02325,YILPP,2023-09-23,150.8
TRX02326,MMYIK,2024-02-05,449.23
TRX02327,KFKXS,2025-04-02,121.37
TRX02328,OAJXJ,2024-06-08,583.71
TRX02329,XZFBR,2024-06-23,991.72
TRX02330,UVMSH,2025-03-02,892.51
TRX02331,RGSFK,2023-07-26,19.96
TRX02332,TLBQU,2025-04-05,626.4
TRX02333,XFMIV,2024-01-17,843.59
TRX02334,BINLT,2023-10-20,140.31
TRX02335,WAKBG,2024-05-25,718.52
TRX02336,MUSMB,2024-02-13,553.54
TRX02337,GOUTB,2023-03-11,999.2
TRX02338,XFGTF,2024-01-21,955.42
TRX02339,HZSWF,2025-09-05,821.42
TRX02340,UZKMF,2023-03-19,277.02
TRX02341,CETLK,2024-10-20,643.96
TRX02342,EIARO,2024-04-22,676.68
TRX02343,NZCXL,2023-04-12,690.99
TRX02344,QSZEC,2025-05-26,90.33
TRX02345,MHASB,2024-01-26,458.93
TRX02346,GIMWX,2023-12-25,182.24
TRX02347,NIBLU,2024-11-11,959.71
TRX02348,DQVZU,2025-12-31,986.14
TRX02349,DJCMN,2024-05-28,470.59
TRX02350,MDDXS,2025-01-08,695.02
TRX02351,VQCEE,2025-10-25,577.34
TRX02352,QGFCE,2023-01-27,523.17
TRX02353,ZDPIH,2023-01-27,229.69
TRX02354,MVFKY,2025-04-17,515.31
TRX02355,LJQCV,2023-11-29,672.17
TRX02356,ZISJZ,2025-09-26,141.91
TRX02357,DFDVL,2024-02-18,584.0
TRX02358,PJZNM,2025-03-31,862.32
TRX02359,IGTJU,2025-03-29,557.3
TRX02360,FJFWY,2025-04-21,958.03
TRX02361,MAVQV,2025-02-21,494.37
TRX02362,RFVWZ,2024-01-12,127.71
TRX02363,UBPXC,2024-09-26,690.59
TRX02364,UILEY,2025-05-30,622.15
TRX02365,HUBQC,2024-12-17,64.56
TRX02366,YLTCU,2025-08-22,549.69
TRX02367,XCXFX,2025-04-29,978.34
TRX02368,BNGNM,2024-08-19,656.8
TRX02369,KYJEL,2023-02-14,970.46
TRX02370,YERCN,2025-06-06,317.12
TRX02371,JKGMD,2025-07-08,45.44
TRX02372,BPXPS,2023-04-20,89.19
TRX02373,EKOBT,2023-09-29,67.27
TRX02374,VQSZM,2024-03-23,252.97
TRX02375,ZMHLJ,2023-01-06,730.4
TRX02376,XQISX,2025-05-26,119.42
TRX02377,ALNQX,2025-03-18,752.52
TRX02378,XOUPG,2025-06-08,721.44
TRX02379,NUJLN,2024-08-12,526.27
TRX02380,ZJWVU,2023-08-29,694.58
TRX02381,KBAGK,2025-01-18,707.01
TRX02382,AWPPN,2025-07-07,870.37
TRX02383,NZJFH,2024-04-23,884.09
TRX02384,EOGVD,2023-08-09,106.67
TRX02385,AEVHJ,2023-06-20,463.58
TRX02386,XBBDR,2024-07-07,214.74
TRX02387,DBNWF,2024-11-23,735.56
TRX02388,UPEDB,2025-10-30,588.62
TRX02389,CFZYK,2024-04-27,119.88
TRX02390,NHJWG,2024-10-15,97.64
TRX02391,XSAKX,2023-10-08,711.18
TRX02392,YHFPT,2025-03-07,918.28
TRX02393,LAFRQ,2024-08-14,781.7
TRX02394,OLLFY,2025-04-24,802.52
TRX02395,TLSIF,2024-05-03,672.17
TRX02396,CZGIF,2024-02-06,461.93
TRX02397,ARREA,2025-11-20,432.7
TRX02398,ZZSLT,2024-11-12,822.75
TRX02399,FHZXQ,2023-07-16,197.44
TRX02400,ONVFT,2024-07-13,46.55
TRX02401,FKBCS,2025-08-15,181.48
TRX02402,GPQDZ,2025-09-24,331.77
TRX02403,LZUBI,2025-06-09,532.98
TRX02404,GLFHT,2025-10-27,904.35
TRX02405,UKUAO,2025-01-08,168.74
TRX02406,OFRRH,2024-12-04,216.4
TRX02407,HVAHZ,2024-01-26,101.06
TRX02408,SEGOE,2023-10-03,765.39
TRX02409,UEUCI,2023-07-23,131.5
TRX02410,QKTJZ,2023-04-14,892.69
TRX02411,IJWBU,2024-02-11,841.41
TRX02412,QBKKN,2023-02-15,492.95
TRX02413,YRNUN,2023-06-18,186.74
TRX02414,EHKTW,2024-10-29,783.15
TRX02415,GCKIY,2024-04-11,31.98
TRX02416,RRFOK,2025-12-01,28.55
TRX02417,FZIAK,2025-04-01,716.44
TRX02418,YSSLQ,2025-10-26,492.43
TRX02419,AYCHX,2023-09-06,626.57
TRX02420,IUADT,2024-01-26,738.38
TRX02421,MGDEH,2023-02-10,913.84
TRX02422,GPVIH,2024-03-20,850.44
TRX02423,NLRIK,2023-02-02,566.85
TRX02424,YCNDI,2023-05-27,470.04
TRX02425,YAVTA,2024-12-21,804.93
TRX02426,SDOOQ,2025-01-26,301.46
TRX02427,GQMNN,2023-11-30,568.0
TRX02428,OJLRC,2025-10-12,198.57
TRX02429,FSBTL,2023-04-18,701.17
TRX02430,CFBTC,2024-11-12,187.76
TRX02431,USVYF,2023-01-11,717.81
TRX02432,LDRJL,2025-01-30,41.48
TRX02433,JVYGR,2024-04-20,654.15
TRX02434,PIRUN,2024-11-20,728.15
TRX02435,INQUS,2024-07-23,291.92
TRX02436,XFZDE,2024-04-21,934.19
TRX02437,DYFPH,2024-12-25,319.02
TRX02438,GKOPW,2023-02-01,962.32
TRX02439,XKOJK,2023-01-02,919.27
TRX02440,HCIMX,2023-07-27,132.01
TRX02441,TYQRK,2023-04-18,303.38
TRX02442,YHBTA,2024-09-11,353.02
TRX02443,SGOFG,2025-02-26,881.99
TRX02444,MCUVQ,2023-08-18,692.15
TRX02445,WGWQO,2025-07-23,781.46
TRX02446,XOJTZ,2023-09-18,162.89
TRX02447,RLEMR,2023-04-27,879.85
TRX02448,TOSLC,2023-05-13,662.48
TRX02449,DCUSX,2023-01-09,151.96
TRX02450,DVMRD,2025-09-20,313.59
TRX02451,NHKML,2024-07-19,685.67
TRX02452,YGHHN,2023-08-09,827.16
TRX02453,JVEKH,2023-03-05,89.71
TRX02454,PFVZW,2024-09-19,760.91
TRX02455,FFOEN,2024-10-18,702.64
TRX02456,YUNAO,2025-12-31,286.13
TRX02457,OVVJB,2024-01-10,829.13
TRX02458,KCSPK,2025-05-12,233.97
TRX02459,SYPYX,2023-08-10,420.55
TRX02460,KGLTE,2025-11-02,766.14
TRX02461,NZFBG,2025-07-12,485.17
TRX02462,DJIEP,2023-07-26,928.72
TRX02463,COQBE,2023-09-03,674.56
TRX02464,RFSZC,2024-10-25,137.31
TRX02465,JSLBT,2023-08-05,284.49
TRX02466,YAAMI,2024-06-14,338.84
TRX02467,DVREM,2023-06-17,726.68
TRX02468,ZJGUM,2024-05-25,483.46
TRX02469,TXUBO,2023-05-17,175.96
TRX02470,LWDOE,2025-11-12,70.1
TRX02471,YYGCN,2023-08-19,582.05
TRX02472,LWIAF,2025-01-18,186.87
TRX02473,BFYIZ,2024-05-14,530.57
TRX02474,FPJTI,2024-11-15,294.07
TRX02475,UJNSX,2024-04-29,515.54
TRX02476,XOPKL,2024-11-05,796.49
TRX02477,EXCNZ,2024-06-26,626.17
TRX02478,OBXWZ,2023-06-07,77.49
TRX02479,IGBTX,2025-10-08,552.48
TRX02480,WVSTV,2023-07-15,638.15
TRX02481,PJBQI,2024-01-09,865.95
TRX02482,UKACG,2023-12-07,671.96
TRX02483,RJNZN,2023-01-23,686.93
TRX02484,ATWKM,2024-03-11,239.95
TRX02485,HHPAT,2025-01-18,705.52
TRX02486,OSTXW,2024-05-17,352.41
TRX02487,QISTD,2024-05-28,467.48
TRX02488,MSXMQ,2024-09-15,360.78
TRX02489,SEAYM,2023-08-15,969.01
TRX02490,ASYKI,2025-12-09,825.28
TRX02491,QRAFH,2025-09-21,946.0
TRX02492,FEYAI,2024-05-10,191.74
TRX02493,JCAXX,2023-06-04,33.8
TRX02494,NKJHD,2023-11-17,578.35
TRX02495,TTOOQ,2024-06-13,37.34
TRX02496,ZWGKM,2023-05-05,293.25
TRX02497,CONDU,2025-11-11,481.66
TRX02498,PNOBH,2024-05-02,787.73
TRX02499,AXNKL,2023-03-03,720.22
TRX02500,BPLWJ,2024-05-15,970.17
TRX02501,MXWRE,2024-04-03,731.1
TRX02502,CYETN,2024-12-22,210.0
TRX02503,FWTNV,2025-05-05,883.92
TRX02504,UTUCH,2025-01-11,550.41
TRX02505,WKJSW,2025-04-05,935.49
TRX02506,FBPMD,2023-01-29,890.12
TRX02507,HZKWE,2025-07-13,72.1
TRX02508,GCUZD,2024-05-21,908.89
TRX02509,NSBNU,2025-08-08,70.37
TRX02510,WAAOP,2024-12-17,578.62
TRX02511,NGPQJ,2023-01-08,43.27
TRX02512,HXPOX,2025-02-07,196.32
TRX02513,PUARO,2023-11-16,337.0
TRX02514,PPGKE,2025-07-25,147.43
TRX02515,UKICX,2025-05-08,386.05
TRX02516,GTIFO,2023-11-27,169.12
TRX02517,GQDJI,2025-09-08,699.17
TRX02518,QDMTF,2024-03-06,31.87
TRX02519,ZLUTG,2024-08-22,88.12
TRX02520,PZKLB,2025-02-24,492.96
TRX02521,ULGHX,2023-09-04,75.26
TRX02522,VZWMS,2023-02-11,545.38
TRX02523,FOZQA,2023-04-24,574.49
TRX02524,INLIC,2025-11-18,640.86
TRX02525,GNDTL,2025-02-25,767.31
TRX02526,CORAE,2024-03-09,766.82
TRX02527,UWDAZ,2023-01-09,922.34
TRX02528,CSYDN,2025-04-23,648.87
TRX02529,HCXXC,2025-02-13,552.91
TRX02530,JDOXZ,2025-04-25,207.02
TRX02531,LWTNQ,2024-09-11,183.11
TRX02532,JNDOP,2025-06-22,346.94
TRX02533,KUBWA,2023-01-31,266.87
TRX02534,ZVCGM,2025-09-02,505.05
TRX02535,QRUXP,2023-01-09,527.36
TRX02536,RQTGM,2025-12-11,152.52
TRX02537,LHUVN,2025-07-15,562.49
TRX02538,UYERV,2023-03-29,568.3
TRX02539,IRLMH,2025-01-03,330.78
TRX02540,SUMCI,2025-09-17,419.55
TRX02541,LGBLP,2025-03-23,961.49
TRX02542,RLOVW,2023-12-21,24.07
TRX02543,JQYZS,2023-03-01,702.8
TRX02544,LODLB,2024-03-28,90.38
TRX02545,YOABO,2025-10-19,196.52
TRX02546,RIEQJ,2024-02-27,822.79
TRX02547,ZOAOP,2024-08-05,400.11
TRX02548,APPQJ,2024-08-28,772.25
TRX02549,YTSKH,2025-01-14,968.65
TRX02550,JIYKS,2025-12-22,975.6
TRX02551,BWTNP,2024-12-15,756.03
TRX02552,LJSZA,2024-07-10,183.81
TRX02553,WSMDX,2025-12-04,603.78
TRX02554,FZYGU,2023-07-24,974.04
TRX02555,FSNTS,2025-02-02,964.83
TRX02556,UPHDI,2023-08-20,548.18
TRX02557,XMSJO,2025-01-26,667.94
TRX02558,CPXQD,2023-11-21,465.66
TRX02559,NOHST,2023-03-12,179.22
TRX02560,BQMNN,2025-05-01,718.93
TRX02561,FFQKN,2024-11-27,46.91
TRX02562,MTPML,2025-01-04,620.04
TRX02563,BJMYS,2023-10-22,687.85
TRX02564,PVNHU,2025-06-26,673.91
TRX02565,DNNEI,2023-04-18,903.94
TRX02566,LLDBC,2025-01-16,885.9
TRX02567,PRXDP,2025-05-18,384.66
TRX02568,CZANA,2024-01-14,815.65
TRX02569,UBWKX,2023-12-03,953.66
TRX02570,FAMKQ,2023-03-27,363.87
TRX02571,YIVFR,2023-10-20,403.43
TRX02572,VCQMM,2025-08-30,228.91
TRX02573,RRUMN,2023-11-19,300.88
TRX02574,NUORH,2025-05-11,860.23
TRX02575,JJBFQ,2024-01-15,818.32
TRX02576,QAVXA,2025-07-27,368.2
TRX02577,GETAO,2025-05-18,33.01
TRX02578,KUCAF,2025-10-15,700.88
TRX02579,ZZDOY,2024-04-28,273.38
TRX02580,RJXOE,2023-10-18,661.49
TRX02581,JCUMB,2023-05-09,327.78
TRX02582,BATEE,2023-07-22,436.66
TRX02583,XKCIG,2025-06-15,825.06
TRX02584,ZBILX,2025-12-31,448.44
TRX02585,UNNOX,2023-11-11,987.87
TRX02586,SLWAD,2023-10-08,757.04
TRX02587,UGPOZ,2023-01-25,525.0
TRX02588,NUKWP,2023-05-07,486.63
TRX02589,UFLNQ,2025-03-16,454.39
TRX02590,UOUTI,2023-06-09,458.8
TRX02591,WOAFV,2024-05-06,191.4
TRX02592,OBWLH,2023-11-20,646.99
TRX02593,OXOOQ,2025-04-27,735.51
TRX02594,DQJID,2023-02-26,887.7
TRX02595,IOJJE,2025-04-23,450.67
TRX02596,SUVXN,2024-02-14,42.08
TRX02597,VXDIO,2024-06-24,113.06
TRX02598,ZOUYP,2025-11-03,473.18
TRX02599,UPWDR,2025-11-08,407.69
TRX02600,CXGDT,2024-03-15,457.29
TRX02601,OSFKW,2024-05-03,52.76
TRX02602,RKVNK,2023-09-03,332.15
TRX02603,MUUAN,2024-02-15,180.23
TRX02604,JXPFM,2023-01-17,400.94
TRX02605,YJDCG,2025-06-30,576.38
TRX02606,IMHET,2025-11-16,782.42
TRX02607,IHMMU,2023-09-25,279.53
TRX02608,QOBVV,2025-09-20,636.74
TRX02609,AQHEW,2024-07-27,920.5
TRX02610,YSNZC,2023-12-05,146.05
TRX02611,YCUSY,2025-04-18,23.79
TRX02612,KAQOO,2025-01-14,145.66
TRX02613,KDRRJ,2025-07-01,739.78
TRX02614,YBKBM,2025-04-18,704.92
TRX02615,IROPJ,2023-09-24,556.13
TRX02616,WSCOG,2024-08-21,762.06
TRX02617,RUOZI,2023-04-17,279.35
TRX02618,CEIQD,2025-03-07,514.33
TRX02619,VSNDK,2025-04-16,933.88
TRX02620,IOPTN,2023-07-04,676.27
TRX02621,ZZYAX,2025-11-26,817.62
TRX02622,EEFMI,2025-01-25,675.25
TRX02623,NRBIO,2024-02-16,797.87
TRX02624,IUFFR,2024-11-18,831.35
TRX02625,PILUM,2024-05-31,886.13
TRX02626,OOCNL,2024-06-16,71.87
TRX02627,SXHCI,2025-08-30,504.4
TRX02628,GKKIX,2023-04-30,153.54
TRX02629,JOTQE,2024-12-12,12.09
TRX02630,ZDSFU,2023-05-18,248.0
TRX02631,ENLVJ,2024-12-10,102.34
TRX02632,GSZKP,2023-10-01,57.53
TRX02633,PGVRO,2025-09-28,963.23
TRX02634,PIYMW,2025-06-02,31.53
TRX02635,FSQAL,2025-11-19,450.44
TRX02636,VFFIM,2024-06-25,987.06
TRX02637,FWPXR,2024-01-06,444.16
TRX02638,IHWSR,2024-10-26,679.04
TRX02639,PEKLN,2024-08-10,578.79
TRX02640,AVMDI,2025-05-02,486.81
TRX02641,LNXJW,2023-08-25,452.94
TRX02642,UEJXN,2023-07-16,602.98
TRX02643,RCVNM,2023-08-08,221.78
TRX02644,VHAFG,2025-05-09,714.59
TRX02645,VMECF,2025-11-12,300.64
TRX02646,VHASZ,2025-03-28,154.01
TRX02647,HXTWX,2025-09-01,920.49
TRX02648,HSYNX,2023-12-14,316.98
TRX02649,BZYPW,2025-02-19,979.24
TRX02650,XLLAW,2025-01-14,532.54
TRX02651,JQREE,2023-10-11,580.31
TRX02652,RPUUM,2025-10-31,870.45
TRX02653,NJMDX,2025-09-13,386.6
TRX02654,IXYGI,2025-08-21,123.43
TRX02655,ZIATO,2025-01-02,786.85
TRX02656,OBKSC,2023-09-18,358.13
TRX02657,SCFVP,2025-01-02,443.65
TRX02658,YAGCB,2023-06-22,873.48
TRX02659,CHYBE,2023-07-02,752.57
TRX02660,GCBQB,2024-09-03,796.83
TRX02661,INEEX,2023-11-30,285.53
TRX02662,LOJZN,2025-04-25,89.48
TRX02663,NBIRS,2025-11-14,666.08
TRX02664,HOXUJ,2024-12-19,316.66
TRX02665,VUMWE,2024-03-04,681.57
TRX02666,VYUJK,2023-07-05,126.34
TRX02667,ZTMIB,2025-02-19,298.77
TRX02668,RVXMK,2024-07-09,181.08
TRX02669,LWGMM,2025-08-08,433.13
TRX02670,HLKPB,2025-05-20,315.2
TRX02671,KQPCA,2025-09-20,176.87
TRX02672,SWOGI,2025-07-26,102.45
TRX02673,LDGPM,2023-10-06,335.63
TRX02674,CSMKF,2023-10-06,940.51
TRX02675,UHJFT,2024-02-18,394.33
TRX02676,XHGWJ,2024-12-05,330.75
TRX02677,UOQZY,2025-01-03,259.57
TRX02678,ELZZT,2023-02-25,15.84
TRX02679,CMJMK,2023-09-26,944.05
TRX02680,XJKGV,2024-10-02,275.36
TRX02681,OPXYA,2025-06-19,38.79
TRX02682,LWAUM,2023-11-09,576.61
TRX02683,PBIVU,2024-10-31,264.01
TRX02684,WSUVC,2023-07-18,679.34
TRX02685,SJGKR,2025-03-08,553.12
TRX02686,CQHXJ,2025-02-25,304.31
TRX02687,QQCSS,2023-11-11,988.81
TRX02688,CLYWK,2024-10-11,431.31
TRX02689,QUVMU,2024-05-24,234.12
TRX02690,NZFEZ,2025-04-25,647.82
TRX02691,YXAHZ,2024-08-27,398.19
TRX02692,JCEMI,2025-04-22,876.41
TRX02693,AJZWR,2023-07-16,35.93
TRX02694,UDOER,2025-01-31,663.22
TRX02695,BAOWJ,2025-05-05,300.65
TRX02696,EXYNO,2024-10-15,353.12
TRX02697,EODQV,2025-02-01,480.27
TRX02698,UYOHB,2023-03-23,252.1
TRX02699,UNNOK,2025-03-21,323.95
TRX02700,XMZHH,2024-02-19,78.67
TRX02701,PEJJW,2025-04-07,918.79
TRX02702,SUXZU,2025-11-03,89.82
TRX02703,UJBDZ,2024-03-18,335.02
TRX02704,IUIPS,2025-09-06,561.85
TRX02705,SLVZZ,2023-07-26,55.59
TRX02706,RIDOS,2024-11-10,83.8
TRX02707,BRVKH,2024-06-15,66.87
TRX02708,ETKGZ,2023-03-04,447.21
TRX02709,QLRFC,2025-04-05,829.07
TRX02710,MPUMY,2024-11-01,992.69
TRX02711,JWCYW,2023-05-16,55.84
TRX02712,GCCJI,2023-03-19,386.91
TRX02713,SYMZW,2023-01-26,26.58
TRX02714,ENQUO,2023-04-09,568.73
TRX02715,TQEEJ,2023-05-25,497.79
TRX02716,YHLDA,2024-12-10,934.87
TRX02717,KLMPO,2023-09-10,975.72
TRX02718,VRIYJ,2023-03-23,58.4
TRX02719,ANSDY,2025-08-22,106.2
TRX02720,SNXUQ,2025-08-24,278.88
TRX02721,BIFNA,2024-06-11,160.82
TRX02722,YFPFZ,2025-09-14,786.63
TRX02723,YNBIO,2023-08-06,46.81
TRX02724,AOGIK,2025-01-23,998.6
TRX02725,EQPHC,2025-12-19,538.47
TRX02726,EBFRV,2025-04-17,134.25
TRX02727,EUZCG,2025-03-20,851.72
TRX02728,IHIHB,2024-07-01,413.84
TRX02729,GCSTG,2024-10-15,44.94
TRX02730,QXDYQ,2023-06-05,842.29
TRX02731,AACFT,2025-11-11,400.83
TRX02732,MAYXZ,2024-06-13,432.61
TRX02733,ALQED,2025-11-17,878.31
TRX02734,RATQD,2024-02-25,118.73
TRX02735,FKCWA,2023-08-05,621.36
TRX02736,KHHAF,2024-06-26,727.57
TRX02737,IGDWQ,2025-04-23,921.34
TRX02738,DYZWA,2023-07-08,35.12
TRX02739,MQAYT,2023-04-17,693.44
TRX02740,ZKUQF,2025-07-30,675.21
TRX02741,FPXOY,2023-05-28,206.27
TRX02742,DAXCT,2023-09-14,26.59
TRX02743,IDMMM,2024-10-07,895.65
TRX02744,EUJJO,2024-07-31,225.35
TRX02745,JMIMM,2024-06-05,129.0
TRX02746,CZHDI,2023-09-22,138.59
TRX02747,SYDAX,2023-05-31,531.59
TRX02748,XNPYR,2024-04-03,528.76
TRX02749,QLGXV,2023-07-03,93.36
TRX02750,LBJDC,2024-02-07,61.49
TRX02751,QVUQW,2025-11-22,289.02
TRX02752,SLDHE,2024-09-18,390.29
TRX02753,JVUPA,2024-06-04,542.93
TRX02754,UGSXN,2024-06-14,847.62
TRX02755,EDBNE,2025-08-26,641.38
TRX02756,RBHPQ,2023-05-31,275.83
TRX02757,IBMPS,2024-02-15,205.66
TRX02758,EBUQE,2025-12-07,599.87
TRX02759,NMNTN,2023-09-19,415.08
TRX02760,WPBBF,2023-09-30,544.58
TRX02761,BNJXK,2025-10-11,627.63
TRX02762,OSEGJ,2024-02-29,752.63
TRX02763,CSAHH,2023-08-03,955.45
TRX02764,NHDDJ,2024-08-24,617.94
TRX02765,VRFGA,2023-06-05,525.67
TRX02766,XTEKB,2025-12-16,653.0
TRX02767,HOOEI,2023-01-11,866.38
TRX02768,NJXUH,2023-05-22,217.96
TRX02769,DZVEV,2023-12-24,998.46
TRX02770,MKSCR,2023-11-05,684.0
TRX02771,BMKCU,2024-11-19,353.89
TRX02772,WECRL,2023-01-29,413.05
TRX02773,CUXNA,2025-03-22,664.68
TRX02774,VXWGG,2025-03-31,143.81
TRX02775,UGRZJ,2025-05-01,665.58
TRX02776,SCEXW,2024-03-13,453.63
TRX02777,RWDGX,2024-04-23,489.54
TRX02778,VRURE,2025-01-14,810.48
TRX02779,BONDR,2024-11-02,441.58
TRX02780,HNCHW,2023-11-01,59.15
TRX02781,NMRNB,2025-05-12,513.89
TRX02782,SYIUL,2024-08-12,197.99
TRX02783,UGUXI,2023-10-22,813.53
TRX02784,WSVBX,2025-01-22,98.06
TRX02785,XYMWQ,2023-05-25,524.83
TRX02786,WCERG,2025-04-02,68.48
TRX02787,QCIKE,2024-06-20,733.22
TRX02788,ZQTUQ,2025-05-27,921.34
TRX02789,CZAEE,2023-03-16,590.83
TRX02790,KQPDV,2023-10-17,737.07
TRX02791,OWYDJ,2025-05-03,519.34
TRX02792,FUJCC,2023-06-08,572.14
TRX02793,BBHHU,2025-03-10,268.84
TRX02794,MVNPV,2023-05-18,960.21
TRX02795,HIMKX,2025-02-15,269.24
TRX02796,SASJM,2024-02-09,282.52
TRX02797,JELSU,2023-02-24,766.41
TRX02798,NWXJV,2023-09-14,36.08
TRX02799,XNIJS,2024-07-06,208.84
TRX02800,QLUQP,2023-03-22,439.83
TRX02801,BROMS,2024-03-15,339.24
TRX02802,DWTUB,2024-05-27,678.73
TRX02803,MXWQZ,2025-01-17,577.18
TRX02804,NZDID,2023-08-07,470.93
TRX02805,QUPEC,2023-07-07,857.44
TRX02806,AUNOW,2024-12-23,21.63
TRX02807,XAHWW,2025-02-11,204.57
TRX02808,BLOJR,2025-01-31,129.83
TRX02809,BSOOC,2023-07-06,528.72
TRX02810,OFZST,2024-05-08,206.19
TRX02811,OPZMB,2023-09-07,612.63
TRX02812,UUERY,2025-06-18,986.96
TRX02813,KNIVR,2025-03-27,456.93
TRX02814,EGDFL,2023-03-18,755.28
TRX02815,HKZKV,2024-07-27,81.53
TRX02816,ODRNI,2023-04-27,255.4
TRX02817,KJDXN,2025-12-21,595.91
TRX02818,BHPAT,2025-06-27,589.61
TRX02819,BULTQ,2023-09-25,214.56
TRX02820,TDLYU,2024-02-16,123.37
TRX02821,SGMXI,2024-04-13,607.23
TRX02822,FXEFZ,2025-08-21,536.33
TRX02823,MMCPA,2025-10-01,573.73
TRX02824,MODND,2025-02-24,102.4
TRX02825,HZHMG,2023-02-25,609.1
TRX02826,BOFNY,2024-08-02,638.27
TRX02827,LLSRS,2024-09-26,674.62
TRX02828,RJFXD,2023-07-06,472.2
TRX02829,OJGIK,2024-08-02,453.04
TRX02830,POWCY,2024-09-23,528.6
TRX02831,NRLPR,2024-08-16,648.4
TRX02832,HFCUP,2023-08-23,703.54
TRX02833,XKIFA,2024-02-05,973.5
TRX02834,GFLIE,2025-01-18,247.01
TRX02835,FXJLU,2023-01-18,847.94
TRX02836,LQTSB,2023-09-23,747.18
TRX02837,LXBAL,2025-11-18,315.74
TRX02838,GEWYW,2025-05-29,94.6
TRX02839,CPTAE,2023-11-13,220.29
TRX02840,QSXLX,2024-01-27,764.37
TRX02841,OZLRJ,2023-11-09,926.75
TRX02842,XANKK,2023-07-21,942.15
TRX02843,YHPUP,2023-08-30,537.09
TRX02844,UEVDP,2025-11-26,421.46
TRX02845,YILMO,2024-11-17,979.53
TRX02846,BOCNN,2025-01-25,998.56
TRX02847,KUMKN,2023-10-26,665.16
TRX02848,ODMHK,2024-07-06,327.74
TRX02849,MZSNY,2024-10-27,98.79
TRX02850,UKIMM,2024-02-24,887.99
TRX02851,FTWGV,2025-09-11,598.65
TRX02852,JRYFL,2025-02-22,761.08
TRX02853,ROLEN,2024-05-31,896.98
TRX02854,UPPTN,2024-01-24,934.03
TRX02855,YZQNX,2023-05-01,589.89
TRX02856,JNETK,2024-12-08,792.78
TRX02857,CZDDQ,2025-10-12,60.22
TRX02858,COJQO,2024-02-02,717.52
TRX02859,FXKNX,2024-12-19,510.95
TRX02860,OXEHO,2023-02-10,990.08
TRX02861,FXYKF,2025-12-18,707.15
TRX02862,XGTUO,2024-10-26,539.29
TRX02863,MJPZM,2023-04-09,769.87
TRX02864,LIYUW,2025-07-15,656.78
TRX02865,UBUQE,2024-08-24,207.87
TRX02866,EXMXV,2023-03-13,552.86
TRX02867,NDHEA,2025-01-21,738.77
TRX02868,WEGVI,2024-05-18,254.11
TRX02869,TPSBA,2024-11-29,517.9
TRX02870,BWOBB,2023-11-24,217.39
TRX02871,EFTOB,2024-12-22,495.75
TRX02872,HCTXJ,2023-08-04,256.59
TRX02873,VZWAU,2024-08-11,201.07
TRX02874,VUOZC,2023-11-10,111.0
TRX02875,FKXAV,2024-10-10,991.36
TRX02876,YVYNH,2023-06-10,473.69
TRX02877,JHWIN,2025-12-21,222.92
TRX02878,FOEJN,2025-06-10,823.94
TRX02879,FVAZJ,2024-03-12,759.85
TRX02880,ALAEB,2024-12-03,49.64
TRX02881,UMJMN,2023-11-30,990.24
TRX02882,NNOIY,2024-03-31,939.37
TRX02883,YWBFZ,2023-06-15,965.93
TRX02884,RGEKW,2025-01-25,445.88
TRX02885,WPUTG,2023-09-05,715.55
TRX02886,ZRPAZ,2024-11-05,137.6
TRX02887,LJNFM,2023-04-06,900.58
TRX02888,TYSCX,2023-11-27,503.75
TRX02889,HSJRV,2025-09-27,572.35
TRX02890,WXGDD,2025-03-08,963.07
TRX02891,LIWFO,2023-12-26,326.57
TRX02892,HUTMX,2023-09-10,126.16
TRX02893,NBSIT,2024-03-05,274.96
TRX02894,LUSLF,2024-09-28,507.71
TRX02895,JNOTX,2025-01-19,545.97
TRX02896,NNOIG,2023-08-28,146.3
TRX02897,SXDVA,2024-03-10,176.33
TRX02898,GOOXN,2023-06-21,760.8
TRX02899,TZOQU,2023-02-07,404.57
